min_ax,min_ay,min_az,min_gx,min_gy,min_gz,max_ax,max_ay,max_az,max_gx,max_gy,max_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,mag_acc_mean,mag_gyro_mean,classe
-16476.0,-24020.0,-15696.0,-1408.0,-9282.0,-25053.0,15640.0,12260.0,13700.0,-1312.0,16542.0,23536.0,1657.7906137184116,-9455.870036101083,564.4981949458484,-1366.0938628158844,1323.3068592057762,33.292418772563174,9402.551817362086,7655.943410145798,7348.373701374399,18.349353421830184,4415.077493960733,6340.3142738658125,16917.180482088876,6471.980262299521,1
-15712.0,-22176.0,-7292.0,-864.0,-9909.0,-27230.0,3216.0,-3928.0,8688.0,-784.0,20576.0,16416.0,-5969.12,-14840.88,-474.0,-828.8,-2940.02,-788.44,3729.047753193836,3326.967848597278,3598.023123883447,20.48999755978512,5449.425274246817,8103.192553950573,16838.757433691393,8431.79002304947,0
-13188.0,-24824.0,-17144.0,-1136.0,-8386.0,-25699.0,16080.0,-6516.0,7220.0,-1024.0,9106.0,18752.0,5125.344632768361,-13601.22033898305,-1656.6553672316384,-1071.3672316384182,-102.35875706214688,1391.1129943502824,7376.87014916302,3484.223160267835,4779.168546920303,19.30679016754112,3141.417129311693,6838.727051710519,17204.82030207548,6513.99144958509,1
-7044.0,-32768.0,-14052.0,-864.0,-14174.0,-18099.0,26108.0,6716.0,19292.0,-784.0,11024.0,32767.0,3798.64,-14839.76,44.4,-819.84,-1293.94,8547.46,6775.163849708729,8249.069122173725,5965.978759600138,19.87094361121283,6026.465104553415,13072.305085500417,17873.255821789404,14799.86702110523,0
-1756.0,-26520.0,-5008.0,-1088.0,-12931.0,-4095.0,9828.0,-10752.0,5696.0,-1008.0,4667.0,28169.0,2826.64,-16248.96,944.64,-1045.44,-973.06,7633.52,2743.2449818417604,2763.3012789777376,2726.840616977824,15.215991587799987,3160.202502435564,7679.976180275561,16977.579278613808,9263.895596718465,0
-6376.0,-22524.0,-6156.0,-1024.0,-5378.0,-18423.0,7528.0,-14144.0,3636.0,-944.0,5337.0,7831.0,-1009.84,-16319.68,-2657.44,-990.08,-873.18,-2798.82,2831.470482699758,1427.5718887677776,2058.235323377772,17.7130912039655,2483.3678236620526,5037.643713840827,16942.68273458702,5594.106552559608,0
-16832.0,-27024.0,-21132.0,-1440.0,-12603.0,-20987.0,10596.0,9712.0,6336.0,-1328.0,16837.0,21011.0,-7410.598187311179,-3182.9728096676736,-6766.513595166163,-1391.95166163142,1501.1027190332327,425.9486404833837,6325.220045265137,10617.458818692554,5696.793179833992,19.44728924998329,6152.622924696193,6236.459633615265,16909.924391639393,7109.047968909476,1
-18480.0,-28096.0,-23228.0,-1456.0,-12575.0,-17915.0,10324.0,6824.0,3688.0,-1344.0,12506.0,20958.0,-3275.068825910931,-9714.356275303644,-10058.12955465587,-1397.8623481781376,297.66396761133603,-598.3582995951417,4551.531885127893,7026.51796000684,5730.8311625082015,19.749782947411475,3674.316341217961,5892.528703830602,17281.107319305724,5282.172437523344,1
-6864.0,-21668.0,-7524.0,-832.0,-8585.0,-29881.0,11184.0,-12472.0,4252.0,-768.0,4534.0,13283.0,-205.92,-16322.32,-302.72,-808.64,-542.04,-4664.0,3764.179314751092,1536.4582837161574,2223.589234008836,16.99618780785856,2624.3592205336527,10310.37694364275,16900.815868269157,8870.512036190836,0
-23500.0,-24048.0,-15072.0,-1376.0,-11209.0,-32174.0,23640.0,9732.0,13132.0,-1248.0,25639.0,26452.0,250.5304347826087,-10531.730434782608,-2416.942028985507,-1313.5768115942028,506.50217391304346,-244.0195652173913,8979.466680998414,8382.704451520254,5283.772732564582,17.635784971846274,3631.629798117504,6862.367965334283,17029.83862495381,6103.566332906604,1
-10392.0,-32768.0,-25796.0,-1216.0,-19424.0,-32768.0,32767.0,14016.0,32767.0,-1104.0,27194.0,31092.0,2864.020905923345,-15292.432055749128,191.65853658536585,-1150.7177700348432,183.1114982578397,-409.5261324041812,5736.659699535414,5399.420537507146,5750.453073662308,21.436246890291716,6337.113952101819,8146.11020694371,17374.480538327418,8051.809929398484,1
-20916.0,-32768.0,-18120.0,-992.0,-7357.0,-25893.0,32767.0,6028.0,15912.0,-880.0,11109.0,32767.0,281.6638795986622,-12118.923076923076,-3641.759197324415,-938.4347826086956,436.37290969899664,-1004.2591973244148,9285.424727152318,6402.746471008301,4122.393808364849,18.68623858828093,3095.6430731794067,8770.88396341591,17173.121865014706,7782.589300511197,1
-15656.0,-10900.0,2864.0,-768.0,-3496.0,-3862.0,-10336.0,-7556.0,6504.0,-688.0,761.0,7394.0,-12383.68,-9255.04,4314.08,-726.72,-479.3,202.88,775.9632321186359,518.5120619619181,595.160880434862,20.00703876139595,735.0861242058647,2003.372762518249,16068.477508208807,1637.7752916679342,0
-17980.0,-17052.0,-6440.0,-768.0,-14425.0,-17464.0,-3128.0,1256.0,9236.0,-704.0,13234.0,16503.0,-11241.52,-9915.12,1231.52,-728.0,149.18,643.9,3576.487563182626,4216.703796284486,4024.235749754231,15.429841217588727,6893.608261832115,8121.201923976524,16412.467783591343,9089.663075584527,0
-18080.0,-25616.0,-16936.0,-1408.0,-11225.0,-32768.0,20692.0,8120.0,12484.0,-1280.0,11471.0,32767.0,-876.4595545134819,-6319.967174677608,-5072.089097303634,-1347.8452520515827,147.81828839390386,-492.9906213364596,11429.809744875458,8401.56157755677,5420.804331292341,18.97525918253357,3240.169034573365,6206.770132070481,17086.430574513673,5179.045188832266,1
-3160.0,-20544.0,5940.0,-864.0,-7098.0,-6243.0,7316.0,-8928.0,11408.0,-784.0,9417.0,5581.0,-1250.16,-14031.44,7847.92,-824.64,-176.42,155.92,1507.7315856610553,1449.7048549273743,1026.140416122472,18.440997803806603,2328.882694254908,2032.2333806922863,16226.032835346346,2535.2438992425978,0
-10544.0,-10024.0,7412.0,-896.0,-1329.0,-1304.0,-9204.0,-8260.0,8660.0,-816.0,153.0,1402.0,-9865.36,-9517.36,7820.08,-857.28,-300.58,21.16,244.30487183026048,380.579440327509,286.8170036800468,19.223985018720757,243.39187250193876,437.1421901395472,15788.886864828735,1019.5570039643718,0
-10128.0,-10072.0,7828.0,-832.0,-1083.0,-821.0,-9184.0,-9108.0,8744.0,-752.0,143.0,479.0,-9594.4,-9492.8,8206.64,-792.96,-315.92,-178.08,217.2290956570965,170.81077249400872,209.7550724058896,18.14713200481001,240.9767490858817,290.7810062572863,15798.718344527637,941.2185334453602,0
-12704.0,-27320.0,-4364.0,-1296.0,-9915.0,-32768.0,24728.0,-5180.0,30072.0,-1168.0,18829.0,28464.0,3903.809523809524,-13213.661375661375,5186.719576719577,-1225.989417989418,1285.5661375661375,-1097.2248677248676,6060.434514405824,3456.4207427542765,5138.518124833889,19.624514800186656,4781.037411733808,8331.318470369832,16790.283487761426,7780.20713399726,1
-18116.0,-27664.0,-8056.0,-1248.0,-17430.0,-32768.0,29316.0,-148.0,23452.0,-1152.0,16863.0,25313.0,3322.405172413793,-10780.741379310344,7233.896551724138,-1206.2068965517242,-524.5474137931035,129.77155172413794,6154.501120540304,5249.674302082266,6089.925965490921,17.485716950275744,5801.733321736276,7033.021520708039,16489.463646368262,7161.103637159917,1
-19436.0,-22924.0,-6100.0,-752.0,-10880.0,-12898.0,1176.0,3608.0,3924.0,-656.0,7100.0,13000.0,-10042.72,-8737.44,-1700.32,-701.76,-1208.36,373.8,6170.826249506625,8619.718594385782,2261.51225015475,20.740838941566462,4078.24673486046,5484.24259492594,17023.299198986675,6000.431157016782,0
-16528.0,-32768.0,-17424.0,-1184.0,-15190.0,-26820.0,32767.0,-816.0,15104.0,-1088.0,15854.0,24320.0,2263.3012987012985,-13019.2,-2654.181818181818,-1134.7116883116882,1131.1142857142856,1776.6935064935064,9683.006111129958,3881.523222760772,3802.6349713565337,17.91183294605178,6412.284454841029,7903.32195121161,17222.704884369512,8903.745713638695,1
-11412.0,-28356.0,-8288.0,-848.0,-16636.0,-15339.0,8408.0,-9120.0,7600.0,-768.0,3340.0,10940.0,-2823.84,-15307.68,-2773.04,-809.28,-3317.06,-3831.76,4768.442258683647,2806.382307811963,3024.6581093406244,16.96,3508.478116847816,6511.506647650757,16840.06971805229,7754.452339204814,0
-13872.0,-32768.0,-8732.0,-1312.0,-31165.0,-32768.0,32304.0,5248.0,32767.0,-1040.0,17587.0,32191.0,-993.0653541153952,-15219.518731200438,3608.269893355209,-1159.910308996445,-292.04129067541703,19.30188679245283,2765.0361257984123,2280.6144071489616,4141.321497788963,60.86159830778598,3416.2265312097984,3988.310173166702,16523.344624734305,3268.0448634804748,1
-10344.0,-22488.0,-7212.0,-1008.0,-15651.0,-22760.0,-1820.0,-7064.0,3348.0,-928.0,7727.0,29934.0,-5349.84,-15408.56,-2468.48,-962.88,-3730.38,-3649.14,2213.200572564538,2454.1937344879684,2394.013418842927,19.64549821205866,4999.359082482473,8198.777960184067,16877.358894593715,9469.463457675707,0
-14124.0,-15588.0,-4452.0,-720.0,-1757.0,-3157.0,-6748.0,-8520.0,2904.0,-640.0,6214.0,17327.0,-10984.72,-12102.32,89.36,-683.52,542.0,1443.84,1440.3954323726523,1198.300687473724,1541.9419672607655,16.94489893743837,1890.5589966991245,4101.580833581121,16490.377691144666,3099.7189843750884,0
-2736.0,-14680.0,7272.0,-832.0,-1743.0,-1973.0,180.0,-13024.0,9000.0,-752.0,757.0,2417.0,-1468.88,-13929.68,7904.08,-797.12,-271.84,-143.76,647.051300593701,395.9669400341397,380.6903119334665,16.531956931954547,584.4038795216883,923.663132532635,16101.700732768944,1315.2260525540282,0
-20684.0,-26504.0,-11496.0,-1088.0,-11105.0,-32768.0,23480.0,7168.0,14152.0,-960.0,14163.0,31514.0,-1824.07722007722,-9933.96138996139,1667.0579150579151,-1033.2972972972973,283.7142857142857,1861.3108108108108,11018.4885323913,4271.422145970639,6460.306614444116,18.812230896558678,3579.6033881474696,6906.366132510815,16726.26044091815,5530.837269679671,1
-9592.0,-26280.0,-23576.0,-1312.0,-13596.0,-25078.0,16308.0,-456.0,24088.0,-1216.0,12354.0,32767.0,2807.893899204244,-12742.259946949602,5531.172413793103,-1260.5623342175063,558.2944297082228,-1523.3766578249338,5541.986052895954,4425.146040697324,6131.127935006688,18.565589883112448,5640.512584717008,8152.65945714505,16711.16088005174,8658.799716912707,1
-13064.0,-9324.0,3152.0,-976.0,-594.0,-1073.0,-12316.0,-8728.0,3924.0,-896.0,-24.0,1354.0,-12746.24,-8993.68,3606.24,-939.52,-303.76,-155.52,187.58449402869095,145.47486930738245,163.2904847197166,16.94489893743837,133.10199998497393,393.7135628855069,16012.785778088992,1074.52688546357,0
-8380.0,-24496.0,-4136.0,-1216.0,-10521.0,-13192.0,9824.0,-9772.0,11088.0,-1136.0,20434.0,24425.0,2810.991596638656,-13939.697478991597,4822.756302521008,-1167.731092436975,-63.48739495798319,1803.2016806722688,4949.098244822401,3276.6523256370806,4380.526126196739,20.74077601158848,7327.447794028345,7541.974217814726,16605.10616410753,9429.47745116912,1
-12704.0,-16228.0,-5264.0,-1024.0,-9179.0,-8921.0,-7464.0,-8804.0,4428.0,-928.0,6215.0,8424.0,-9947.2,-12620.4,1181.12,-981.12,-1067.2,-79.0,1288.8441953936867,1490.8772719442738,2050.288103072346,21.332266639998668,3405.235604183652,3320.9419446897896,16318.079434448346,4409.447562838472,0
-10208.0,-10020.0,7448.0,-880.0,-500.0,-710.0,-9468.0,-9312.0,8240.0,-800.0,90.0,751.0,-9796.24,-9632.8,7852.08,-850.24,-252.16,-174.24,154.87059888823313,145.15536504035944,179.4899261797163,15.349996742670664,132.39718426008915,253.599255519412,15826.27858930171,945.6356391356018,0
-27564.0,-29808.0,-18708.0,-1312.0,-26981.0,-32768.0,32767.0,14380.0,32767.0,-1216.0,17685.0,32767.0,3326.087048832272,-12067.337579617835,7003.428874734607,-1256.7983014861995,-240.2144373673036,-942.2335456475583,5251.615732250081,4785.948261175779,6142.551179805794,18.948350775596563,6323.161212427517,8623.583207098149,16668.24747447433,9145.372651287587,1
-15472.0,-18252.0,-3532.0,-1024.0,-11861.0,-17316.0,-1044.0,-7176.0,5932.0,-944.0,9664.0,13083.0,-8328.88,-12946.24,1730.4,-990.72,735.8,659.02,4259.648307736215,3522.23748523577,2300.582187186539,22.36339866835987,4047.867077857177,6494.383214717161,16542.517230883037,6899.654848064508,0
-22500.0,-23868.0,-13696.0,-960.0,-21067.0,-25724.0,17916.0,7596.0,18708.0,-864.0,15368.0,24500.0,-2591.801324503311,-9306.026490066226,1371.1920529801323,-922.066225165563,-758.7980132450331,1469.205298013245,10416.434163175029,7063.968332925184,6193.086257025387,18.052780921388763,6666.821432202172,8414.83403827001,16820.311811391966,9112.620816462622,1
-14604.0,-16816.0,-1024.0,-1040.0,-5777.0,-9666.0,-2812.0,-7332.0,3204.0,-960.0,6447.0,10858.0,-10631.04,-11555.44,1006.32,-995.52,-231.46,-228.62,2808.362547535485,2879.3284783782487,922.025280347562,19.801252485638376,3058.3675920987653,4581.178376313239,16237.787773396332,4734.309139856677,0
-32768.0,-32768.0,-10292.0,-1312.0,-14163.0,-32768.0,16928.0,-2356.0,22844.0,-1200.0,18201.0,32767.0,2344.818604651163,-12955.041860465117,5269.097674418605,-1256.893023255814,-342.853488372093,-1196.9511627906977,5726.640113976318,4610.388529570641,6154.575798560543,20.64861496958694,5614.100376019538,8610.23838391525,16765.115624889113,8700.095670817114,1
-5964.0,-22648.0,-6868.0,-880.0,-10667.0,-17213.0,10756.0,-8180.0,8124.0,-800.0,7959.0,16114.0,3230.64,-16059.92,1310.0,-837.76,320.38,-417.54,3224.200550586145,3168.621301702051,2617.571179547941,19.922409492829928,4369.164986081437,6473.684475505429,17025.52916864328,6654.105023195845,0
-17800.0,-22292.0,-3660.0,-736.0,-12473.0,-13464.0,-52.0,10536.0,6716.0,-656.0,13544.0,7626.0,-11673.84,-7973.36,582.24,-689.28,-4305.34,-1824.92,4592.027052881984,6748.066940272599,2568.1855584049995,20.698830884859174,5998.932890473105,4895.228402597779,16388.879221627303,8573.093736654228,0
-21632.0,-20948.0,-14988.0,-1008.0,-3665.0,-11481.0,13072.0,3888.0,11252.0,-912.0,17470.0,16719.0,-2608.725274725274,-9433.186813186812,-3322.21978021978,-969.3186813186812,2738.489010989011,3128.313186813187,11657.188973791232,6228.712445067808,4925.446274871111,19.279824403513388,4379.167075124819,6138.317958362696,17217.39618058547,7185.452918437384,1
-8256.0,-24584.0,-5924.0,-1184.0,-15886.0,-31681.0,9400.0,-440.0,26612.0,-1056.0,16536.0,12921.0,754.0215053763441,-9271.647311827955,9877.16129032258,-1112.3956989247313,1068.860215053763,-1268.0989247311827,2991.4264428493607,5479.991000337783,7025.688492784273,21.401597337524265,5808.12143855277,6438.183964450408,16264.336367420568,6724.35094927716,1
-19936.0,-6724.0,-16304.0,-1056.0,-13712.0,-11984.0,-5716.0,14648.0,-392.0,-960.0,19114.0,9440.0,-10610.56,7789.52,-5831.52,-1002.24,1460.42,207.16,2921.341583314077,6869.261102156475,3881.6735063114206,18.866435805419105,7573.430348501265,4281.617523133051,16539.13957311642,7271.89378259019,0
-1792.0,-22804.0,-7844.0,-1360.0,-6930.0,-18096.0,19004.0,-5912.0,4028.0,-1264.0,4342.0,19085.0,7120.836065573771,-13213.2131147541,-2242.0163934426228,-1310.5901639344263,-393.57377049180326,-314.9815573770492,6446.040519804508,4240.187156071832,2086.607946175498,19.423981332177952,1792.5535278745847,4230.524265760032,17089.2253974506,3436.974102686024,1
-26496.0,-32768.0,-4644.0,-1296.0,-19493.0,-25289.0,16284.0,736.0,31784.0,-1168.0,17008.0,24095.0,2324.557127312296,-11911.717083786723,7415.603917301414,-1223.9042437431992,-1251.2513601741025,-829.6974972796518,4874.920601987377,4949.617193454759,5089.363656115062,21.84901133833969,4610.200140457791,8375.176076683772,16441.386639171775,8119.831182486776,1
-14948.0,-24608.0,-13040.0,-1344.0,-20666.0,-28331.0,24076.0,-524.0,27988.0,-1216.0,25763.0,26748.0,745.2509270704574,-13881.265760197775,4167.238566131026,-1286.7836835599503,-156.72435105067984,-422.96168108776266,4423.894230846052,4927.640377835783,6128.237213591918,23.190806984281284,7046.7803141196255,7894.2385651734385,16861.157402866982,8634.224215210315,1
-17872.0,-28260.0,-20020.0,-1376.0,-10095.0,-23616.0,19404.0,2228.0,14340.0,-1232.0,16736.0,24286.0,2881.349633251834,-11426.84107579462,-4105.863080684597,-1309.007334963325,241.55134474327627,-574.6711491442543,8840.141030278523,5363.323861442059,6519.358207933952,19.59098752396324,4087.36466295222,6207.236179330471,17271.797992415635,5648.089300688023,1
-25104.0,-24924.0,-11556.0,-1024.0,-11578.0,-31797.0,3852.0,776.0,10100.0,-896.0,17576.0,24102.0,-6852.137931034483,-13223.245436105475,-517.0060851926978,-959.3509127789048,157.87423935091277,1970.8559837728196,5022.232200233705,3528.9835734195435,4733.475859657353,20.320369784354806,3962.261782680256,8579.587778668387,16706.582140551855,8016.28893692925,1
-16324.0,-18128.0,-1188.0,-1056.0,-7303.0,-15482.0,4304.0,-5024.0,5296.0,-976.0,2959.0,15180.0,-5486.32,-12989.84,2976.24,-1013.76,-1275.56,2083.76,6426.3803355855,3547.150311785504,1224.5299271148908,20.92516188706792,1778.736249813333,5640.192512884644,16143.241582863158,5479.922061361788,0
-288.0,-17780.0,-3336.0,-720.0,-11672.0,-15209.0,7816.0,-13720.0,5856.0,-656.0,5331.0,7620.0,4297.76,-15976.64,951.44,-688.32,47.2,195.96,1987.91100967825,936.9080586695794,2270.7543078017047,18.518574459174765,3763.489821960464,5874.441733339433,16841.46418951865,6169.806854967838,0
-11392.0,-8920.0,7252.0,-768.0,-1655.0,-779.0,-9088.0,-6148.0,8360.0,-704.0,33.0,6136.0,-10929.36,-8417.52,7545.52,-733.12,-300.96,21.6,394.2966274266114,370.8057302685599,184.07631460891432,18.573787981992258,240.90661759279257,969.8795801541552,15730.341295316792,994.5400705183976,0
-12052.0,-12096.0,284.0,-912.0,-602.0,-1582.0,-10788.0,-11104.0,1440.0,-848.0,174.0,712.0,-11270.8,-11690.48,903.6,-883.84,-293.92,-123.04,244.4117836766468,209.41196145397237,204.05058196437471,16.79923807796056,132.8231666540141,338.7002781221179,16267.566735746652,998.278157308187,0
-15880.0,-16992.0,-9200.0,-1008.0,-5582.0,-8196.0,-2648.0,-6960.0,5644.0,-928.0,10965.0,11920.0,-10667.52,-11861.52,-1908.72,-966.08,311.44,547.58,2707.3103570887474,2636.9702481446398,2538.316001131459,18.901682464796615,3669.6862490409176,4261.570931428925,16600.812473355323,4864.04789922987,0
-2692.0,-20008.0,-5416.0,-816.0,-5859.0,-12733.0,11436.0,-11376.0,4692.0,-736.0,7792.0,14008.0,2955.68,-16798.48,-40.72,-772.48,283.9,398.9,3389.8994288326608,1541.2491328789126,2170.0142215202186,17.828336994795674,3307.583929396199,5606.779383032652,17502.00463039553,5836.372741395648,0
-24524.0,1440.0,-15756.0,-848.0,-17640.0,-24609.0,-3016.0,17048.0,7128.0,-768.0,8489.0,18863.0,-12131.12,7971.36,-5675.2,-797.76,-1630.68,29.64,5051.655746940799,3824.465943161215,4105.559080076671,16.32,5553.362420876203,8965.214455349074,16970.458997924085,9349.166561081342,0
-18648.0,-23360.0,-9336.0,-832.0,-12269.0,-6593.0,2900.0,15568.0,6808.0,-752.0,9228.0,18276.0,-7666.48,-591.2,-929.12,-800.0,-2489.08,1789.96,5191.795120148714,13452.006827235851,3152.554676068284,17.81684596105607,5606.186125486738,5419.287775935137,16538.18822726042,7161.436935102192,0
-7580.0,-24784.0,-6716.0,-1296.0,-12467.0,-31391.0,11024.0,-2616.0,18636.0,-1184.0,18184.0,16113.0,2103.838983050848,-12167.966101694916,5810.203389830508,-1244.4406779661017,470.0635593220339,-1137.800847457627,3929.368587890079,5225.861447001603,6969.095500438045,22.454678412108454,6798.164036810523,7873.679688522826,16532.88682944525,8911.48227710472,1
-13880.0,-22120.0,-9056.0,-1312.0,-26046.0,-29720.0,32767.0,536.0,32767.0,-1200.0,13964.0,17743.0,1096.6685288640597,-10833.333333333334,6750.635009310987,-1255.6871508379888,-1400.8603351955308,1100.9441340782123,5994.046387144848,4791.589930111805,7363.509612838478,19.134895115022424,6778.366136984003,7033.773589571655,16386.384690122133,8539.77345053815,1
-15408.0,-14708.0,-4832.0,-688.0,-7236.0,-6180.0,-3464.0,-7724.0,9616.0,-624.0,8393.0,9767.0,-10335.68,-10580.8,3293.76,-659.52,-1870.78,1548.6,2667.684040061716,1812.090593761802,4590.177558918609,16.0925324296706,3976.358541630772,4086.733380097116,16130.440905044865,5266.079507921049,0
-11652.0,-32768.0,-4152.0,-1040.0,-11127.0,-13836.0,6700.0,-7428.0,9928.0,-976.0,14301.0,24024.0,-595.6,-16600.72,1086.64,-1009.6,256.26,7979.8,3947.782628261085,3942.4666950527303,2505.8627716616884,15.429841217588727,4646.382110029264,9558.324884622829,17275.050307837944,11752.517055138223,0
-16264.0,-31612.0,-24744.0,-1472.0,-12831.0,-22851.0,13860.0,3620.0,4708.0,-1360.0,10581.0,22870.0,-1122.8553654743391,-12824.653188180404,-7673.01399688958,-1410.48833592535,-200.76671850699844,-257.32970451010885,5594.918381673486,6059.483436511535,4036.489846549485,18.91302276331802,3786.222082686265,6631.610466400726,17290.20712908864,6278.207365156444,1
-8240.0,-26824.0,-3860.0,-1072.0,-11836.0,-7264.0,7716.0,15736.0,8936.0,-992.0,7420.0,18841.0,-266.4,-15289.36,3212.4,-1042.24,-478.66,4758.42,4300.754464044652,5567.236879314549,2620.060732120536,17.819719414177094,4284.596576621888,6391.198404337015,17035.40218842593,7677.017047863263,0
-9244.0,-27496.0,-6476.0,-1248.0,-6033.0,-15946.0,14440.0,-3764.0,20928.0,-1152.0,23234.0,22821.0,3267.028037383177,-12475.86292834891,4940.760124610591,-1199.7009345794393,2759.2118380062307,-315.07788161993767,5318.2300995479,4897.525298530594,6598.6642862795,19.56308508880902,6065.751810002221,6387.093518728798,16717.9246963815,7267.943230330233,1
-17724.0,-7448.0,-4060.0,-736.0,-8574.0,-3393.0,-13844.0,-300.0,572.0,-656.0,765.0,2896.0,-15448.8,-3998.24,-2020.64,-692.16,-2834.36,-363.12,874.8141745536591,2152.314052920716,1233.1143946933714,19.414798479510416,2242.965918243075,1470.5016101997303,16280.40377499574,3446.806895219934,0
